,Unnamed: 0,Producer,time,bandwidth,input-load,input-packet-rate,input-data-rate,interface-name,load-interval,output-data-rate,output-load,output-packet-rate,peak-input-data-rate,peak-input-packet-rate,peak-output-data-rate,peak-output-packet-rate,reliability
133000,141335,leaf6,1501868044655000000,100000000,44,1499048.0,17280804.0,HundredGigE0/0/0/6,0,10366055.0,26,922855.0,0,0,0,0,255
133001,141336,leaf6,1501868044657000000,100000000,26,927322.0,10428314.0,HundredGigE0/0/0/7,0,8320331.0,21,751313.0,0,0,0,0,255
133002,141337,leaf6,1501868044660000000,100000000,14,518282.0,5736666.0,HundredGigE0/0/0/8,0,14849422.0,37,1279777.0,0,0,0,0,255
133003,141338,leaf6,1501868044662000000,100000000,24,850412.0,9652526.0,HundredGigE0/0/0/9,0,8738984.0,22,792587.0,0,0,0,0,255
133004,141339,leaf6,1501868044665000000,100000000,18,633830.0,7288547.0,HundredGigE0/0/0/10,0,14664684.0,37,1267661.0,0,0,0,0,255
133005,141340,leaf6,1501868044667000000,100000000,19,671506.0,7824202.0,HundredGigE0/0/0/11,0,12141318.0,30,1064943.0,0,0,0,0,255
133006,141341,leaf6,1501868044670000000,100000000,19,663219.0,7623246.0,HundredGigE0/0/0/12,0,12813348.0,32,1114400.0,0,0,0,0,255
133007,141342,leaf6,1501868044672000000,100000000,19,639420.0,7457674.0,HundredGigE0/0/0/13,0,10285929.0,26,944564.0,0,0,0,0,255
133008,141343,leaf6,1501868044674000000,100000000,22,771619.0,8650238.0,HundredGigE0/0/0/14,0,9426690.0,24,849620.0,0,0,0,0,255
133009,141344,leaf6,1501868044677000000,100000000,23,824694.0,9364728.0,HundredGigE0/0/0/15,0,12659281.0,32,1098629.0,0,0,0,0,255
133010,141345,leaf6,1501868044679000000,100000000,9,373135.0,3857429.0,HundredGigE0/0/0/16,0,12311442.0,31,1095312.0,0,0,0,0,255
133011,141346,leaf6,1501868044682000000,100000000,19,696405.0,7831501.0,HundredGigE0/0/0/17,0,11189678.0,28,997668.0,0,0,0,0,255
133012,141347,leaf6,1501868044685000000,100000000,12,457903.0,4971443.0,HundredGigE0/0/0/18,0,15255010.0,38,1297009.0,0,0,0,0,255
133013,141348,leaf6,1501868044687000000,100000000,15,547340.0,6057398.0,HundredGigE0/0/0/19,0,8724838.0,22,758448.0,0,0,0,0,255
133014,141349,leaf6,1501868044690000000,100000000,0,0.0,0.0,HundredGigE0/0/0/20,0,0.0,0,0.0,0,0,0,0,255
133015,141350,leaf6,1501868044693000000,100000000,0,0.0,0.0,HundredGigE0/0/0/21,0,0.0,0,0.0,0,0,0,0,255
133016,141351,leaf6,1501868044695000000,100000000,0,0.0,0.0,HundredGigE0/0/0/22,0,0.0,0,0.0,0,0,0,0,255
133017,141352,leaf6,1501868044698000000,100000000,0,0.0,0.0,HundredGigE0/0/0/23,0,0.0,0,0.0,0,0,0,0,255
133018,141353,leaf6,1501868044700000000,100000000,0,0.0,0.0,HundredGigE0/0/0/24,0,0.0,0,0.0,0,0,0,0,255
133019,141354,leaf6,1501868044702000000,100000000,0,0.0,0.0,HundredGigE0/0/0/25,0,0.0,0,0.0,0,0,0,0,255
133020,141355,leaf6,1501868044705000000,100000000,0,0.0,0.0,HundredGigE0/0/0/26,0,0.0,0,0.0,0,0,0,0,255
133021,141356,leaf6,1501868044707000000,100000000,0,0.0,0.0,HundredGigE0/0/0/27,0,0.0,0,0.0,0,0,0,0,255
133022,141357,leaf6,1501868044709000000,100000000,0,0.0,0.0,HundredGigE0/0/0/28,0,0.0,0,0.0,0,0,0,0,255
133023,141358,leaf6,1501868044712000000,100000000,0,0.0,0.0,HundredGigE0/0/0/29,0,0.0,0,0.0,0,0,0,0,255
133024,141359,leaf6,1501868044714000000,100000000,228,7891505.0,89771737.0,HundredGigE0/0/0/30,0,71213293.0,181,6324156.0,0,0,0,0,255
133025,141360,leaf6,1501868044716000000,100000000,222,7715402.0,87336591.0,HundredGigE0/0/0/31,0,69139177.0,176,6066855.0,0,0,0,0,255
133026,141361,spine4,1501868044956000000,0,0,0.0,0.0,Null0,9,0.0,0,0.0,0,0,0,0,255
133027,141362,spine4,1501868044959000000,1000000,0,8.0,9.0,MgmtEth0/RP0/CPU0/0,9,14.0,0,6.0,0,0,0,0,254
133028,141363,spine4,1501868044961000000,100000000,31,1070737.0,12320237.0,HundredGigE0/0/0/0,0,8303848.0,21,772005.0,0,0,0,0,255
133029,141364,spine4,1501868044963000000,100000000,27,955869.0,10649499.0,HundredGigE0/0/0/1,0,8835100.0,22,830002.0,0,0,0,0,255
133030,141365,spine4,1501868044966000000,100000000,29,998748.0,11484440.0,HundredGigE0/0/0/2,0,16228342.0,41,1390762.0,0,0,0,0,255
133031,141366,spine4,1501868044968000000,100000000,24,879973.0,9740808.0,HundredGigE0/0/0/3,0,11840128.0,30,1079446.0,0,0,0,0,255
133032,141367,spine4,1501868044970000000,100000000,37,1263667.0,14773743.0,HundredGigE0/0/0/4,0,12573859.0,32,1078802.0,0,0,0,0,255
133033,141368,spine4,1501868044973000000,100000000,25,905414.0,10066131.0,HundredGigE0/0/0/5,0,9785201.0,24,861901.0,0,0,0,0,255
133034,141369,spine4,1501868044975000000,100000000,14,529996.0,5746002.0,HundredGigE0/0/0/6,0,6619151.0,16,616562.0,0,0,0,0,255
133035,141370,spine4,1501868044977000000,100000000,33,1185627.0,13316754.0,HundredGigE0/0/0/7,0,11349257.0,28,997721.0,0,0,0,0,255
133036,141371,spine4,1501868044980000000,100000000,0,1716.0,19731.0,HundredGigE0/0/0/8,0,11999948.0,30,1015716.0,0,0,0,0,255
133037,141372,spine4,1501868044982000000,100000000,0,1582.0,17971.0,HundredGigE0/0/0/9,0,11723312.0,29,1070922.0,0,0,0,0,255
133038,141373,dr01,1501868044983000000,0,0,0.0,0.0,Null0,9,0.0,0,0.0,0,0,0,0,255
133039,141374,spine4,1501868044985000000,100000000,0,5.0,47.0,HundredGigE0/0/0/10,0,11715560.0,29,1035102.0,0,0,0,0,255
133040,141375,dr01,1501868044985000000,1000000,0,10.0,11.0,MgmtEth0/RP0/CPU0/0,9,18.0,0,8.0,0,0,0,0,255
133041,141376,dr01,1501868044987000000,100000000,86,3055278.0,33791092.0,HundredGigE0/0/0/0,0,45317476.0,115,4010503.0,0,0,0,0,255
133042,141377,spine4,1501868044987000000,100000000,0,5.0,46.0,HundredGigE0/0/0/11,0,12671210.0,32,1140535.0,0,0,0,0,255
133043,141378,dr01,1501868044989000000,100000000,250,8686770.0,98144034.0,HundredGigE0/0/0/35,0,76952494.0,196,6768395.0,0,0,0,0,255
133044,141379,spine4,1501868044990000000,100000000,0,0.0,0.0,HundredGigE0/0/0/12,0,0.0,0,0.0,0,0,0,0,255
133045,141380,dr01,1501868044992000000,100000000,251,8676744.0,98782494.0,HundredGigE0/0/0/34,0,79897362.0,203,7067636.0,0,0,0,0,255
133046,141381,spine4,1501868044992000000,100000000,25,907896.0,10127709.0,HundredGigE0/0/0/13,0,15417742.0,39,1358089.0,0,0,0,0,255
133047,141382,dr01,1501868044994000000,100000000,114,3953391.0,44787396.0,HundredGigE0/0/0/1,0,40164597.0,102,3498909.0,0,0,0,0,255
133048,141383,spine4,1501868044995000000,100000000,30,1060363.0,11951281.0,HundredGigE0/0/0/14,0,12345473.0,31,1076583.0,0,0,0,0,255
133049,141384,spine4,1501868044997000000,100000000,16,579141.0,6407021.0,HundredGigE0/0/0/15,0,5467948.0,13,521111.0,0,0,0,0,255
133050,141385,dr01,1501868044997000000,100000000,118,4089722.0,46472441.0,HundredGigE0/0/0/2,0,43887824.0,111,3856014.0,0,0,0,0,255
133051,141386,dr01,1501868044999000000,100000000,98,3402277.0,38807343.0,HundredGigE0/0/0/3,0,44403687.0,113,3872079.0,0,0,0,0,255
133052,141387,spine4,1501868045000000000,100000000,20,758802.0,8224647.0,HundredGigE0/0/0/16,0,11905628.0,30,1020684.0,0,0,0,0,255
133053,141388,spine4,1501868045002000000,100000000,9,364793.0,3852449.0,HundredGigE0/0/0/17,0,10661383.0,27,921487.0,0,0,0,0,255
133054,141389,dr01,1501868045002000000,100000000,124,4255354.0,48797204.0,HundredGigE0/0/0/4,0,39945322.0,101,3490291.0,0,0,0,0,255
133055,141390,dr01,1501868045004000000,100000000,87,3110429.0,34379141.0,HundredGigE0/0/0/5,0,32029298.0,81,2855429.0,0,0,0,0,255
133056,141391,spine4,1501868045005000000,100000000,16,604457.0,6473255.0,HundredGigE0/0/0/18,0,5002578.0,12,453353.0,0,0,0,0,255
133057,141392,dr01,1501868045006000000,100000000,0,0.0,0.0,HundredGigE0/0/0/6,0,0.0,0,0.0,0,0,0,0,255
133058,141393,spine4,1501868045007000000,100000000,28,1030913.0,11346975.0,HundredGigE0/0/0/19,0,4743023.0,12,436284.0,0,0,0,0,255
133059,141394,dr01,1501868045009000000,100000000,191,6606189.0,75174592.0,HundredGigE0/0/0/7,0,49547857.0,126,4336620.0,0,0,0,0,255
133060,141395,spine4,1501868045010000000,100000000,31,1096567.0,12325260.0,HundredGigE0/0/0/20,0,3856636.0,9,373135.0,0,0,0,0,255
133061,141396,dr01,1501868045011000000,100000000,0,0.0,0.0,HundredGigE0/0/0/8,0,0.0,0,0.0,0,0,0,0,255
133062,141397,spine4,1501868045012000000,100000000,28,997159.0,11185005.0,HundredGigE0/0/0/21,0,7821468.0,19,695673.0,0,0,0,0,255
133063,141398,dr01,1501868045013000000,100000000,0,0.0,0.0,HundredGigE0/0/0/9,0,0.0,0,0.0,0,0,0,0,255
133064,141399,spine4,1501868045014000000,100000000,38,1300087.0,15293109.0,HundredGigE0/0/0/22,0,4960442.0,12,456993.0,0,0,0,0,255
133065,141400,dr01,1501868045016000000,100000000,0,0.0,0.0,HundredGigE0/0/0/10,0,0.0,0,0.0,0,0,0,0,255
133066,141401,dr01,1501868045018000000,100000000,0,0.0,0.0,HundredGigE0/0/0/11,0,0.0,0,0.0,0,0,0,0,255
133067,141402,spine4,1501868045018000000,100000000,22,755904.0,8693767.0,HundredGigE0/0/0/23,0,6055345.0,15,547085.0,0,0,0,0,255
133068,141403,dr01,1501868045021000000,100000000,0,0.0,0.0,HundredGigE0/0/0/13,0,0.0,0,0.0,0,0,0,0,255
133069,141404,spine4,1501868045022000000,100000000,36,1210830.0,14141148.0,HundredGigE0/0/0/24,0,3651829.0,9,348988.0,0,0,0,0,255
133070,141405,dr01,1501868045023000000,100000000,0,0.0,0.0,HundredGigE0/0/0/15,0,0.0,0,0.0,0,0,0,0,255
133071,141406,spine4,1501868045025000000,100000000,36,1272909.0,14501160.0,HundredGigE0/0/0/25,0,5043553.0,12,463730.0,0,0,0,0,255
133072,141407,dr01,1501868045026000000,100000000,0,0.0,0.0,HundredGigE0/0/0/16,0,0.0,0,0.0,0,0,0,0,255
133073,141408,spine4,1501868045028000000,100000000,23,786939.0,9144390.0,HundredGigE0/0/0/26,0,5436915.0,13,486126.0,0,0,0,0,255
133074,141409,dr01,1501868045028000000,100000000,0,0.0,0.0,HundredGigE0/0/0/17,0,0.0,0,0.0,0,0,0,0,255
133075,141410,spine4,1501868045030000000,100000000,30,1047572.0,11801616.0,HundredGigE0/0/0/27,0,10031639.0,25,866277.0,0,0,0,0,255
133076,141411,dr01,1501868045031000000,100000000,0,0.0,0.0,HundredGigE0/0/0/18,0,0.0,0,0.0,0,0,0,0,255
133077,141412,dr01,1501868045033000000,100000000,0,0.0,0.0,HundredGigE0/0/0/19,0,0.0,0,0.0,0,0,0,0,255
133078,141413,spine4,1501868045033000000,100000000,44,1518000.0,17269080.0,HundredGigE0/0/0/28,0,12369219.0,31,1063301.0,0,0,0,0,255
133079,141414,spine4,1501868045036000000,100000000,30,1059707.0,12024436.0,HundredGigE0/0/0/29,0,7289219.0,18,662565.0,0,0,0,0,255
133080,141415,dr01,1501868045036000000,100000000,0,0.0,0.0,HundredGigE0/0/0/20,0,0.0,0,0.0,0,0,0,0,255
133081,141416,dr01,1501868045038000000,100000000,0,0.0,0.0,HundredGigE0/0/0/21,0,0.0,0,0.0,0,0,0,0,255
133082,141417,spine4,1501868045038000000,100000000,15,589567.0,6139101.0,HundredGigE0/0/0/30,0,9139124.0,23,780155.0,0,0,0,0,255
133083,141418,spine4,1501868045041000000,100000000,11,451020.0,4460352.0,HundredGigE0/0/0/31,0,8676040.0,22,765283.0,0,0,0,0,255
133084,141419,dr01,1501868045041000000,100000000,0,0.0,0.0,HundredGigE0/0/0/22,0,0.0,0,0.0,0,0,0,0,255
133085,141420,dr01,1501868045043000000,100000000,0,0.0,0.0,HundredGigE0/0/0/23,0,0.0,0,0.0,0,0,0,0,255
133086,141421,dr01,1501868045046000000,100000000,0,0.0,0.0,HundredGigE0/0/0/24,0,0.0,0,0.0,0,0,0,0,255
133087,141422,dr01,1501868045048000000,100000000,0,0.0,0.0,HundredGigE0/0/0/25,0,0.0,0,0.0,0,0,0,0,255
133088,141423,dr01,1501868045050000000,100000000,0,0.0,0.0,HundredGigE0/0/0/26,0,0.0,0,0.0,0,0,0,0,255
133089,141424,dr01,1501868045053000000,100000000,0,0.0,0.0,HundredGigE0/0/0/27,0,0.0,0,0.0,0,0,0,0,255
133090,141425,dr01,1501868045055000000,100000000,0,0.0,0.0,HundredGigE0/0/0/28,0,0.0,0,0.0,0,0,0,0,255
133091,141426,dr01,1501868045058000000,100000000,0,0.0,0.0,HundredGigE0/0/0/29,0,0.0,0,0.0,0,0,0,0,255
133092,141427,dr01,1501868045060000000,100000000,0,0.0,0.0,HundredGigE0/0/0/30,0,0.0,0,0.0,0,0,0,0,255
133093,141428,dr01,1501868045063000000,100000000,0,0.0,0.0,HundredGigE0/0/0/31,0,0.0,0,0.0,0,0,0,0,255
133094,141429,dr01,1501868045065000000,100000000,0,1.0,0.0,HundredGigE0/0/0/32,0,77339926.0,197,6919241.0,0,0,0,0,255
133095,141430,dr01,1501868045068000000,100000000,251,8569910.0,98537431.0,HundredGigE0/0/0/33,0,88122744.0,224,7731711.0,0,0,0,0,255
133096,141431,dr01,1501868045070000000,40000000,0,0.0,0.0,FortyGigE0/0/0/12,0,0.0,0,0.0,0,0,0,0,255
133097,141432,dr01,1501868045073000000,40000000,0,0.0,0.0,FortyGigE0/0/0/14,0,0.0,0,0.0,0,0,0,0,255
133098,141433,dr01,1501868045075000000,40000000,0,3.0,2.0,FortyGigE0/1/0/0,0,1.0,0,2.0,0,0,0,0,255
133099,141434,dr01,1501868045078000000,40000000,0,3.0,2.0,FortyGigE0/1/0/2,0,1.0,0,2.0,0,0,0,0,255
133100,141435,dr01,1501868045081000000,40000000,0,1.0,0.0,FortyGigE0/1/0/1,0,0.0,0,0.0,0,0,0,0,255
133101,141436,dr01,1501868045083000000,100000000,0,0.0,0.0,HundredGigE0/1/0/3,0,0.0,0,0.0,0,0,0,0,255
133102,141437,dr01,1501868045086000000,100000000,0,0.0,0.0,HundredGigE0/1/0/6,0,0.0,0,0.0,0,0,0,0,255
133103,141438,dr01,1501868045088000000,100000000,0,0.0,0.0,HundredGigE0/1/0/7,0,0.0,0,0.0,0,0,0,0,255
133104,141439,dr01,1501868045090000000,100000000,0,0.0,0.0,HundredGigE0/1/0/8,0,0.0,0,0.0,0,0,0,0,255
133105,141440,dr01,1501868045093000000,100000000,0,0.0,0.0,HundredGigE0/1/0/9,0,0.0,0,0.0,0,0,0,0,255
133106,141441,dr01,1501868045095000000,100000000,0,0.0,0.0,HundredGigE0/1/0/10,0,0.0,0,0.0,0,0,0,0,255
133107,141442,dr01,1501868045098000000,100000000,0,0.0,0.0,HundredGigE0/1/0/11,0,0.0,0,0.0,0,0,0,0,255
133108,141443,dr01,1501868045100000000,100000000,0,0.0,0.0,HundredGigE0/1/0/12,0,0.0,0,0.0,0,0,0,0,255
133109,141444,dr01,1501868045103000000,100000000,0,0.0,0.0,HundredGigE0/1/0/13,0,0.0,0,0.0,0,0,0,0,255
133110,141445,dr01,1501868045105000000,100000000,0,0.0,0.0,HundredGigE0/1/0/14,0,0.0,0,0.0,0,0,0,0,255
133111,141446,dr01,1501868045108000000,100000000,0,0.0,0.0,HundredGigE0/1/0/15,0,0.0,0,0.0,0,0,0,0,255
133112,141447,dr01,1501868045110000000,100000000,0,0.0,0.0,HundredGigE0/1/0/16,0,0.0,0,0.0,0,0,0,0,255
133113,141448,dr01,1501868045113000000,100000000,0,0.0,0.0,HundredGigE0/1/0/17,0,0.0,0,0.0,0,0,0,0,255
133114,141449,dr01,1501868045115000000,100000000,0,0.0,0.0,HundredGigE0/1/0/18,0,0.0,0,0.0,0,0,0,0,255
133115,141450,dr01,1501868045118000000,100000000,0,0.0,0.0,HundredGigE0/1/0/19,0,0.0,0,0.0,0,0,0,0,255
133116,141451,dr01,1501868045120000000,100000000,0,0.0,0.0,HundredGigE0/1/0/20,0,0.0,0,0.0,0,0,0,0,255
133117,141452,dr01,1501868045123000000,100000000,0,0.0,0.0,HundredGigE0/1/0/21,0,0.0,0,0.0,0,0,0,0,255
133118,141453,dr01,1501868045125000000,100000000,0,0.0,0.0,HundredGigE0/1/0/22,0,0.0,0,0.0,0,0,0,0,255
133119,141454,dr01,1501868045128000000,100000000,0,0.0,0.0,HundredGigE0/1/0/23,0,0.0,0,0.0,0,0,0,0,255
133120,141455,dr01,1501868045130000000,100000000,0,0.0,0.0,HundredGigE0/1/0/24,0,0.0,0,0.0,0,0,0,0,255
133121,141456,dr01,1501868045133000000,100000000,0,0.0,0.0,HundredGigE0/1/0/25,0,0.0,0,0.0,0,0,0,0,255
133122,141457,dr01,1501868045135000000,100000000,0,0.0,0.0,HundredGigE0/1/0/26,0,0.0,0,0.0,0,0,0,0,255
133123,141458,dr01,1501868045138000000,100000000,0,0.0,0.0,HundredGigE0/1/0/27,0,0.0,0,0.0,0,0,0,0,255
133124,141459,dr01,1501868045140000000,100000000,0,0.0,0.0,HundredGigE0/1/0/28,0,0.0,0,0.0,0,0,0,0,255
133125,141460,dr01,1501868045143000000,100000000,0,0.0,0.0,HundredGigE0/1/0/29,0,0.0,0,0.0,0,0,0,0,255
133126,141461,dr01,1501868045146000000,100000000,0,0.0,0.0,HundredGigE0/1/0/30,0,0.0,0,0.0,0,0,0,0,255
133127,141462,dr01,1501868045148000000,100000000,0,0.0,0.0,HundredGigE0/1/0/31,0,0.0,0,0.0,0,0,0,0,255
133128,141463,dr01,1501868045151000000,100000000,0,662.0,349.0,HundredGigE0/1/0/32,0,0.0,0,1.0,0,0,0,0,255
133129,141464,dr01,1501868045153000000,100000000,0,352.0,186.0,HundredGigE0/1/0/33,0,0.0,0,1.0,0,0,0,0,255
133130,141465,dr01,1501868045156000000,100000000,0,1.0,0.0,HundredGigE0/1/0/34,0,67523.0,0,969.0,0,0,0,0,255
133131,141466,dr01,1501868045158000000,100000000,0,507.0,268.0,HundredGigE0/1/0/35,0,48230.0,0,707.0,0,0,0,0,255
133132,141467,dr01,1501868045161000000,100000000,0,0.0,0.0,HundredGigE0/1/0/5,0,0.0,0,0.0,0,0,0,0,255
133133,141468,dr01,1501868045163000000,100000000,0,0.0,0.0,HundredGigE0/1/0/4,0,0.0,0,0.0,0,0,0,0,255
133134,141469,leaf4,1501868045377000000,0,0,0.0,0.0,Null0,9,0.0,0,0.0,0,0,0,0,255
133135,141470,leaf4,1501868045379000000,1000000,0,7.0,9.0,MgmtEth0/RP0/CPU0/0,9,12.0,0,5.0,0,0,0,0,254
133136,141471,leaf4,1501868045381000000,100000000,0,0.0,0.0,HundredGigE0/0/0/0,9,0.0,0,0.0,0,0,0,0,255
133137,141472,leaf4,1501868045384000000,100000000,125,4316732.0,49323917.0,HundredGigE0/0/0/1,0,74796392.0,190,6572564.0,0,0,0,0,255
133138,141473,leaf4,1501868045386000000,100000000,0,0.0,0.0,HundredGigE0/0/0/2,0,0.0,0,0.0,0,0,0,0,255
133139,141474,leaf4,1501868045389000000,100000000,0,0.0,0.0,HundredGigE0/0/0/3,0,0.0,0,0.0,0,0,0,0,255
133140,141475,leaf4,1501868045391000000,100000000,26,902094.0,10443127.0,HundredGigE0/0/0/4,0,8509934.0,21,731062.0,0,0,0,0,255
133141,141476,leaf4,1501868045393000000,100000000,20,711360.0,8183050.0,HundredGigE0/0/0/5,0,10624177.0,27,914620.0,0,0,0,0,255
133142,141477,leaf4,1501868045395000000,100000000,15,622081.0,6239110.0,HundredGigE0/0/0/6,0,11630485.0,29,1006640.0,0,0,0,0,255
133143,141478,leaf4,1501868045398000000,100000000,23,811045.0,9333857.0,HundredGigE0/0/0/7,0,8526361.0,21,749066.0,0,0,0,0,255
133144,141479,leaf4,1501868045400000000,100000000,31,1059064.0,12196914.0,HundredGigE0/0/0/8,0,7882204.0,20,691319.0,0,0,0,0,255
133145,141480,leaf4,1501868045402000000,100000000,41,1378171.0,16263348.0,HundredGigE0/0/0/9,0,12141709.0,30,1046462.0,0,0,0,0,255
133146,141481,leaf4,1501868045405000000,100000000,23,813848.0,9023059.0,HundredGigE0/0/0/10,0,10006603.0,25,867255.0,0,0,0,0,255
133147,141482,leaf4,1501868045407000000,100000000,28,972380.0,11149890.0,HundredGigE0/0/0/11,0,10793126.0,27,925914.0,0,0,0,0,255
133148,141483,leaf4,1501868045409000000,100000000,37,1279817.0,14669963.0,HundredGigE0/0/0/12,0,6431648.0,16,562547.0,0,0,0,0,255
133149,141484,leaf4,1501868045412000000,100000000,16,609617.0,6556443.0,HundredGigE0/0/0/13,0,9039159.0,23,789319.0,0,0,0,0,255
133150,141485,leaf4,1501868045414000000,100000000,33,1163032.0,13164626.0,HundredGigE0/0/0/14,0,12960715.0,33,1127562.0,0,0,0,0,255
133151,141486,leaf4,1501868045416000000,100000000,25,869273.0,9897997.0,HundredGigE0/0/0/15,0,7991132.0,20,700060.0,0,0,0,0,255
133152,141487,leaf4,1501868045419000000,100000000,0,0.0,0.0,HundredGigE0/0/0/16,0,0.0,0,0.0,0,0,0,0,255
133153,141488,leaf4,1501868045421000000,100000000,39,1360421.0,15447983.0,HundredGigE0/0/0/17,0,10128322.0,25,907751.0,0,0,0,0,255
133154,141489,leaf4,1501868045423000000,100000000,31,1077583.0,12357493.0,HundredGigE0/0/0/18,0,11971545.0,30,1062102.0,0,0,0,0,255
133155,141490,leaf4,1501868045426000000,100000000,13,520602.0,5459694.0,HundredGigE0/0/0/19,0,6416555.0,16,579851.0,0,0,0,0,255
133156,141491,leaf4,1501868045428000000,100000000,0,0.0,0.0,HundredGigE0/0/0/20,0,0.0,0,0.0,0,0,0,0,255
133157,141492,leaf4,1501868045430000000,100000000,0,0.0,0.0,HundredGigE0/0/0/21,0,0.0,0,0.0,0,0,0,0,255
133158,141493,leaf4,1501868045433000000,100000000,0,0.0,0.0,HundredGigE0/0/0/22,0,0.0,0,0.0,0,0,0,0,255
133159,141494,leaf4,1501868045435000000,100000000,0,0.0,0.0,HundredGigE0/0/0/23,0,0.0,0,0.0,0,0,0,0,255
133160,141495,leaf4,1501868045437000000,100000000,0,0.0,0.0,HundredGigE0/0/0/24,0,0.0,0,0.0,0,0,0,0,255
133161,141496,leaf4,1501868045440000000,100000000,0,0.0,0.0,HundredGigE0/0/0/25,0,0.0,0,0.0,0,0,0,0,255
133162,141497,leaf4,1501868045442000000,100000000,0,1.0,0.0,HundredGigE0/0/0/26,0,23178.0,0,673.0,0,0,0,0,255
133163,141498,leaf4,1501868045444000000,100000000,0,1.0,0.0,HundredGigE0/0/0/27,0,22953.0,0,668.0,0,0,0,0,255
133164,141499,leaf4,1501868045446000000,100000000,0,0.0,0.0,HundredGigE0/0/0/28,0,0.0,0,0.0,0,0,0,0,255
133165,141500,leaf4,1501868045449000000,100000000,0,0.0,0.0,HundredGigE0/0/0/29,0,0.0,0,0.0,0,0,0,0,255
133166,141501,leaf4,1501868045451000000,100000000,244,8344242.0,95721717.0,HundredGigE0/0/0/30,0,85563449.0,218,7577158.0,0,0,0,0,255
133167,141502,leaf4,1501868045453000000,100000000,0,0.0,0.0,HundredGigE0/0/0/31,0,0.0,0,0.0,0,0,0,0,255
133168,141503,leaf1,1501868045579000000,0,0,0.0,0.0,Null0,9,0.0,0,0.0,0,0,0,0,255
133169,141504,leaf1,1501868045582000000,1000000,0,10.0,10.0,MgmtEth0/RP0/CPU0/0,9,99.0,0,13.0,0,0,0,0,254
133170,141505,leaf1,1501868045584000000,100000000,115,3993837.0,45134704.0,HundredGigE0/0/0/0,0,33672593.0,85,3044228.0,0,0,0,0,255
133171,141506,leaf1,1501868045586000000,100000000,102,3486012.0,40013119.0,HundredGigE0/0/0/1,0,44625743.0,113,3939363.0,0,0,0,0,255
133172,141507,leaf1,1501868045589000000,100000000,0,0.0,0.0,HundredGigE0/0/0/2,0,0.0,0,0.0,0,0,0,0,255
133173,141508,leaf1,1501868045591000000,100000000,0,0.0,0.0,HundredGigE0/0/0/3,0,0.0,0,0.0,0,0,0,0,255
133174,141509,leaf1,1501868045593000000,100000000,18,654388.0,7396506.0,HundredGigE0/0/0/4,0,12409425.0,31,1095476.0,0,0,0,0,255
133175,141510,leaf1,1501868045596000000,100000000,17,613674.0,6766696.0,HundredGigE0/0/0/5,0,11305271.0,28,992069.0,0,0,0,0,255
133176,141511,leaf1,1501868045598000000,100000000,35,1230894.0,14001479.0,HundredGigE0/0/0/6,0,9658859.0,24,853537.0,0,0,0,0,255
133177,141512,leaf1,1501868045600000000,100000000,26,925609.0,10230833.0,HundredGigE0/0/0/7,0,13123796.0,33,1115960.0,0,0,0,0,255
133178,141513,leaf1,1501868045603000000,100000000,17,596405.0,6821512.0,HundredGigE0/0/0/8,0,11843525.0,30,1026745.0,0,0,0,0,255
133179,141514,leaf1,1501868045605000000,100000000,8,286798.0,3260381.0,HundredGigE0/0/0/9,0,8263121.0,21,737406.0,0,0,0,0,255
133180,141515,leaf1,1501868045607000000,100000000,41,1380607.0,16102380.0,HundredGigE0/0/0/10,0,8392197.0,21,746014.0,0,0,0,0,255
133181,141516,leaf1,1501868045610000000,100000000,16,616162.0,6597914.0,HundredGigE0/0/0/11,0,18281619.0,46,1554654.0,0,0,0,0,255
133182,141517,leaf1,1501868045612000000,100000000,26,936285.0,10556375.0,HundredGigE0/0/0/12,0,13278450.0,33,1182791.0,0,0,0,0,255
133183,141518,leaf1,1501868045614000000,100000000,31,1083222.0,12502885.0,HundredGigE0/0/0/13,0,11313990.0,28,978993.0,0,0,0,0,255
133184,141519,leaf1,1501868045617000000,100000000,37,1269705.0,14520953.0,HundredGigE0/0/0/14,0,10741877.0,27,928761.0,0,0,0,0,255
133185,141520,leaf1,1501868045619000000,100000000,40,1374073.0,15821235.0,HundredGigE0/0/0/15,0,8403469.0,21,767129.0,0,0,0,0,255
133186,141521,leaf1,1501868045621000000,100000000,21,771303.0,8299532.0,HundredGigE0/0/0/16,0,12353224.0,31,1073430.0,0,0,0,0,255
133187,141522,leaf1,1501868045624000000,100000000,22,828561.0,8815902.0,HundredGigE0/0/0/17,0,10634800.0,27,954352.0,0,0,0,0,255
133188,141523,leaf1,1501868045626000000,100000000,41,1391091.0,16230805.0,HundredGigE0/0/0/18,0,11480355.0,29,998198.0,0,0,0,0,255
133189,141524,leaf1,1501868045628000000,100000000,30,1077764.0,11819592.0,HundredGigE0/0/0/19,0,9643055.0,24,872125.0,0,0,0,0,255
133190,141525,leaf1,1501868045631000000,100000000,0,0.0,0.0,HundredGigE0/0/0/20,0,0.0,0,0.0,0,0,0,0,255
133191,141526,leaf1,1501868045633000000,100000000,0,0.0,0.0,HundredGigE0/0/0/21,0,0.0,0,0.0,0,0,0,0,255
133192,141527,leaf1,1501868045635000000,100000000,0,0.0,0.0,HundredGigE0/0/0/22,0,0.0,0,0.0,0,0,0,0,255
